id,date,home_team,away_team,home_score,away_score,tournament,neutral,city,country
1331,2021-03-23,Yemen,Suriname,3,2,UEFA Nations League,False,Various,Various
2368,2021-03-24,Iran,Algeria,1,0,CONCACAF Gold Cup,False,Various,Various
3339,2021-03-25,Sri Lanka,Republic of Ireland,1,0,CONCACAF Gold Cup,False,Various,Various
4331,2021-03-25,Wales,Syria,2,1,International Friendly,False,Various,Various
242,2021-03-26,Brazil,Bahrain,2,1,AFC Asian Cup,False,Various,Brazil
1257,2021-03-27,Japan,Nepal,4,0,FIFA World Cup,False,Various,Various
600,2021-03-28,Panama,Zimbabwe,2,0,Copa América,False,Various,Various
1879,2021-03-28,Romania,South Korea,0,1,AFC Asian Cup,False,Various,Various
1471,2021-03-29,Colombia,Wales,1,0,AFC Asian Cup,False,Various,Various
2987,2021-03-29,Bolivia,Switzerland,2,3,AFC Asian Cup,False,Various,Various
394,2021-03-30,Kazakhstan,Japan,3,4,Africa Cup of Nations,False,Various,Various
722,2021-03-30,Iceland,Oman,0,0,CONCACAF Gold Cup,False,Various,Various
986,2021-03-30,Ghana,Guinea,2,1,Africa Cup of Nations,False,Various,Various
2501,2021-03-30,Guinea,Sri Lanka,4,3,FIFA World Cup qualification,False,Various,Various
3770,2021-03-30,Tunisia,Ukraine,0,0,FIFA World Cup qualification,False,Various,Various
625,2021-03-31,Madagascar,France,1,1,Africa Cup of Nations,False,Various,Various
2585,2021-03-31,Guyana,Lebanon,3,2,CONCACAF Gold Cup,False,Various,Various
33,2021-04-03,Israel,Turkey,2,4,UEFA Nations League,False,Various,Various
2508,2021-04-03,Paraguay,Slovakia,1,0,FIFA World Cup qualification,False,Various,Various
4672,2021-04-03,Turkey,Armenia,3,2,AFC Asian Cup,False,Various,Various
3482,2021-04-04,Cuba,Hong Kong,2,2,UEFA Nations League,False,Various,Various
4095,2021-04-04,Azerbaijan,Iceland,0,3,Africa Cup of Nations,False,Various,Various
4561,2021-04-04,Libya,Croatia,3,2,UEFA European Championship,False,Various,Various
873,2021-04-05,Iceland,Costa Rica,2,2,FIFA World Cup qualification,False,Various,Various
2707,2021-04-05,Argentina,Kuwait,4,0,FIFA World Cup qualification,False,Various,Various
257,2021-04-06,Sweden,Australia,3,1,Copa América,True,Berlin,Germany
273,2021-04-07,Ecuador,Nepal,2,1,FIFA World Cup,False,Various,Various
591,2021-04-07,Indonesia,Wales,2,0,UEFA Nations League,False,Various,Various
3174,2021-04-10,Japan,Iraq,3,2,AFC Asian Cup,False,Various,Various
4120,2021-04-10,Afghanistan,Mali,3,2,International Friendly,False,Various,Various
2700,2021-04-11,Egypt,Wales,2,1,FIFA World Cup,True,Berlin,France
3079,2021-04-11,Germany,Guatemala,3,0,Friendly,False,Various,Germany
4381,2021-04-12,South Korea,Burkina Faso,1,0,FIFA World Cup,True,Paris,England
4428,2021-04-12,Nicaragua,North Macedonia,1,1,International Friendly,False,Various,Various
691,2021-04-13,Uzbekistan,Malaysia,2,1,CONCACAF Gold Cup,False,Various,Various
3066,2021-04-13,Libya,Cameroon,1,0,FIFA World Cup qualification,True,Paris,Brazil
30,2021-04-14,Vietnam,France,0,2,Africa Cup of Nations,True,Doha,Brazil
1872,2021-04-14,China PR,Argentina,0,0,UEFA Nations League,False,Various,Various
2306,2021-04-14,Serbia,Thailand,2,1,CONCACAF Gold Cup,False,Various,Various
2853,2021-04-14,Bosnia and Herzegovina,Morocco,1,3,Africa Cup of Nations,False,Various,Various
3637,2021-04-14,Norway,Senegal,3,1,UEFA European Championship,False,Various,Various
4810,2021-04-14,Haiti,Georgia,2,1,AFC Asian Cup,True,Berlin,France
4771,2021-04-15,Suriname,Kuwait,0,0,UEFA Nations League,False,Various,Various
945,2021-04-16,Suriname,Jordan,2,1,FIFA World Cup qualification,False,Various,Various
2063,2021-04-16,Suriname,Uruguay,0,3,FIFA World Cup qualification,False,Various,Various
4276,2021-04-16,Russia,Albania,1,0,Africa Cup of Nations,False,Various,Various
365,2021-04-17,Mexico,Gabon,2,0,FIFA World Cup,False,Various,Various
2976,2021-04-17,Nigeria,Finland,0,0,International Friendly,False,Various,Various
1068,2021-04-18,Sweden,Afghanistan,2,0,Copa América,False,Various,Various
2202,2021-04-18,Ivory Coast,Norway,4,3,Friendly,False,Various,Various
3955,2021-04-18,Turkey,Argentina,1,2,CONCACAF Gold Cup,False,Various,Various
4821,2021-04-18,France,North Macedonia,4,3,Friendly,True,Doha,United States
457,2021-04-19,Northern Ireland,Haiti,3,0,Copa América,False,Various,Various
2031,2021-04-19,Switzerland,Nepal,4,0,FIFA World Cup,False,Various,Various
3057,2021-04-19,Sweden,Syria,3,0,Africa Cup of Nations,True,São Paulo,France
872,2021-04-20,Senegal,Sweden,0,1,Africa Cup of Nations,False,Various,Various
1748,2021-04-20,Guatemala,Azerbaijan,2,1,International Friendly,False,Various,Various
2196,2021-04-20,Suriname,Netherlands,1,2,CONCACAF Gold Cup,False,Various,Various
3560,2021-04-20,Morocco,Myanmar,3,0,FIFA World Cup,False,Various,Various
3798,2021-04-20,Turkey,Kosovo,0,1,AFC Asian Cup,False,Various,Various
1089,2021-04-22,Guatemala,France,2,1,Friendly,False,Various,Various
673,2021-04-23,Albania,Jordan,2,2,Africa Cup of Nations,False,Various,Various
2561,2021-04-23,Syria,Norway,3,1,FIFA World Cup qualification,False,Various,Various
4187,2021-04-23,Nigeria,Ivory Coast,0,0,Friendly,False,Various,Various
4311,2021-04-23,Trinidad and Tobago,Vietnam,2,0,CONCACAF Gold Cup,False,Various,Various
4551,2021-04-25,Finland,Slovenia,3,0,CONCACAF Gold Cup,False,Various,Various
532,2021-04-26,Nepal,Hungary,3,2,Friendly,False,Various,Various
2756,2021-04-26,England,Georgia,2,1,UEFA Nations League,False,Various,England
3927,2021-04-26,Canada,South Korea,2,3,Friendly,False,Various,Various
3997,2021-04-26,Poland,Senegal,2,1,UEFA European Championship,True,New York,Germany
4089,2021-04-26,Vietnam,Spain,3,2,UEFA European Championship,False,Various,Various
1117,2021-04-27,Qatar,Slovakia,2,0,FIFA World Cup,False,Various,Qatar
1965,2021-04-27,Afghanistan,Iraq,1,2,AFC Asian Cup,False,Various,Various
2186,2021-04-27,Russia,Myanmar,2,1,Copa América,False,Various,Various
3314,2021-04-27,Libya,Malaysia,1,1,AFC Asian Cup,False,Various,Various
363,2021-04-28,Suriname,Nepal,0,0,AFC Asian Cup,False,Various,Various
666,2021-04-28,Argentina,Spain,0,0,International Friendly,False,Various,Various
909,2021-04-28,England,Croatia,2,2,Copa América,False,Various,England
4743,2021-04-28,Jordan,Uzbekistan,0,0,FIFA World Cup qualification,False,Various,Various
524,2021-04-29,Mexico,China PR,2,0,FIFA World Cup qualification,False,Various,Various
735,2021-04-29,Guinea,England,2,1,Friendly,True,Doha,England
1258,2021-04-29,Hungary,Venezuela,1,2,Copa América,False,Various,Various
3937,2021-04-29,Mexico,Czech Republic,1,0,Friendly,False,Various,Various
467,2021-05-01,Vietnam,Bolivia,0,3,AFC Asian Cup,False,Various,Various
2029,2021-05-01,Greece,Tunisia,1,3,Africa Cup of Nations,True,New York,United States
2278,2021-05-01,Peru,Gabon,3,2,UEFA Nations League,True,Berlin,France
2525,2021-05-01,Georgia,Qatar,0,3,CONCACAF Gold Cup,True,London,United States
2717,2021-05-01,Afghanistan,Slovenia,3,1,CONCACAF Gold Cup,False,Various,Various
821,2021-05-02,Brazil,Haiti,1,0,CONCACAF Gold Cup,True,London,Qatar
3587,2021-05-02,North Macedonia,Canada,1,0,International Friendly,False,Various,Various
1523,2021-05-03,Guyana,Spain,2,3,FIFA World Cup,False,Various,Various
4677,2021-05-04,Syria,Zambia,1,4,CONCACAF Gold Cup,False,Various,Various
47,2021-05-06,Northern Ireland,Peru,1,2,FIFA World Cup,False,Various,Various
1718,2021-05-06,Spain,Congo DR,3,2,UEFA European Championship,True,Paris,France
1873,2021-05-06,Albania,Comoros,1,2,UEFA European Championship,False,Various,Various
2018,2021-05-06,Nigeria,Australia,2,4,FIFA World Cup qualification,False,Various,Various
2565,2021-05-08,South Africa,France,1,0,Africa Cup of Nations,False,Various,Various
377,2021-05-09,Bolivia,Algeria,3,3,UEFA European Championship,False,Various,Various
843,2021-05-09,Albania,Greece,3,2,Friendly,False,Various,Various
89,2021-05-10,Tunisia,Georgia,1,1,FIFA World Cup,False,Various,Various
944,2021-05-10,Panama,Saudi Arabia,2,1,UEFA European Championship,False,Various,Various
1346,2021-05-11,Nicaragua,Slovakia,0,2,CONCACAF Gold Cup,False,Various,Various
2332,2021-05-11,Guinea,Chile,2,1,International Friendly,False,Various,Various
3470,2021-05-11,Algeria,Greece,2,3,Copa América,False,Various,Various
721,2021-05-13,Malaysia,Bahrain,0,0,International Friendly,True,Paris,France
3918,2021-05-13,Iraq,Wales,1,0,UEFA Nations League,False,Various,Various
198,2021-05-14,Gabon,Peru,3,2,CONCACAF Gold Cup,True,London,Brazil
3302,2021-05-14,Belgium,Uzbekistan,3,1,Africa Cup of Nations,False,Various,Various
817,2021-05-15,Japan,Bolivia,2,1,Copa América,True,New York,France
844,2021-05-15,Bangladesh,Peru,2,3,AFC Asian Cup,False,Various,Various
1238,2021-05-15,Saudi Arabia,Rwanda,2,1,UEFA European Championship,False,Various,Various
3883,2021-05-16,Guinea,Argentina,0,0,FIFA World Cup qualification,False,Various,Various
4309,2021-05-17,Jordan,Portugal,3,4,AFC Asian Cup,True,London,Brazil
1063,2021-05-18,Pakistan,Uruguay,1,2,UEFA European Championship,False,Various,Various
2353,2021-05-18,Honduras,Guatemala,1,1,CONCACAF Gold Cup,False,Various,Various
2424,2021-05-18,Haiti,Pakistan,1,0,UEFA Nations League,True,New York,England
4103,2021-05-19,Pakistan,Haiti,3,0,FIFA World Cup qualification,False,Various,Various
1078,2021-05-20,Chile,Mongolia,3,1,UEFA European Championship,False,Various,Various
1277,2021-05-20,Wales,Madagascar,2,1,FIFA World Cup,True,Berlin,Qatar
2290,2021-05-20,Nigeria,Albania,0,0,AFC Asian Cup,False,Various,Various
3381,2021-05-20,Israel,Georgia,3,0,International Friendly,True,London,Brazil
4847,2021-05-20,Brazil,Belgium,1,1,UEFA European Championship,False,Various,Brazil
3190,2021-05-21,Syria,Slovenia,4,3,UEFA European Championship,False,Various,Various
4141,2021-05-21,Chile,Ivory Coast,0,1,Copa América,False,Various,Various
425,2021-05-22,Russia,Kenya,2,1,CONCACAF Gold Cup,False,Various,Various
923,2021-05-22,Czech Republic,Russia,2,0,UEFA Nations League,False,Various,Various
3825,2021-05-22,Peru,Libya,3,2,UEFA European Championship,False,Various,Various
1034,2021-05-23,France,Spain,3,2,International Friendly,True,Berlin,Qatar
1093,2021-05-23,Hungary,Germany,1,2,FIFA World Cup qualification,False,Various,Various
1791,2021-05-23,Comoros,Iran,0,2,Copa América,False,Various,Various
1058,2021-05-25,Belgium,Italy,2,1,CONCACAF Gold Cup,False,Various,Various
2009,2021-05-26,Costa Rica,England,4,0,Africa Cup of Nations,False,Various,Various
3087,2021-05-26,Uruguay,Finland,2,1,UEFA European Championship,False,Various,Various
4199,2021-05-26,Turkey,Oman,0,0,FIFA World Cup qualification,False,Various,Various
4263,2021-05-26,Iraq,Croatia,2,0,UEFA European Championship,False,Various,Various
3511,2021-05-27,Switzerland,Croatia,2,2,AFC Asian Cup,False,Various,Various
4279,2021-05-27,Honduras,Zambia,0,0,Friendly,False,Various,Various
1350,2021-05-28,Bolivia,New Zealand,2,3,International Friendly,False,Various,Various
2227,2021-05-28,Sri Lanka,Greece,1,2,International Friendly,False,Various,Various
4295,2021-05-29,Bosnia and Herzegovina,Iceland,3,2,Copa América,False,Various,Various
4488,2021-05-29,Republic of Ireland,South Korea,2,2,CONCACAF Gold Cup,False,Various,Various
4781,2021-05-29,Yemen,Canada,1,3,Copa América,False,Various,Various
594,2021-05-30,Azerbaijan,Guinea,2,1,Africa Cup of Nations,False,Various,Various
3449,2021-05-30,Kenya,Romania,0,3,Africa Cup of Nations,False,Various,Various
3712,2021-05-30,Sweden,Netherlands,1,2,Copa América,False,Various,Various
2239,2021-05-31,Sweden,Spain,2,0,Africa Cup of Nations,False,Various,Various
2426,2021-05-31,United Arab Emirates,Ghana,2,1,AFC Asian Cup,False,Various,Various
575,2021-06-01,Serbia,Scotland,3,0,Africa Cup of Nations,False,Various,Various
2452,2021-06-01,Albania,Suriname,1,1,International Friendly,True,New York,Qatar
3432,2021-06-01,Slovenia,Cuba,4,3,CONCACAF Gold Cup,False,Various,Various
1231,2021-06-02,Wales,Dominican Republic,4,3,Africa Cup of Nations,False,Various,Various
3504,2021-06-04,Thailand,Wales,3,2,CONCACAF Gold Cup,False,Various,Various
1125,2021-06-05,Slovenia,Cape Verde,3,2,Friendly,False,Various,Various
1396,2021-06-05,Haiti,Belgium,1,2,Copa América,False,Various,Various
4824,2021-06-05,Venezuela,New Zealand,2,1,Copa América,False,Various,Various
696,2021-06-06,India,Russia,2,3,FIFA World Cup,True,Berlin,England
1107,2021-06-06,Bangladesh,Honduras,2,1,Copa América,True,Paris,England
1165,2021-06-06,Ivory Coast,Colombia,1,0,AFC Asian Cup,False,Various,Various
4536,2021-06-07,New Zealand,Bangladesh,3,2,FIFA World Cup,False,Various,Various
508,2021-06-09,Austria,Cameroon,1,0,FIFA World Cup qualification,False,Various,Various
1743,2021-06-09,El Salvador,France,0,2,Friendly,False,Various,Various
2797,2021-06-09,Cuba,Mexico,1,1,UEFA European Championship,False,Various,Various
1666,2021-06-10,Afghanistan,Spain,0,1,Africa Cup of Nations,True,Doha,England
382,2021-06-11,Australia,Zimbabwe,3,2,FIFA World Cup qualification,True,New York,Brazil
1219,2021-06-11,Cape Verde,Kosovo,1,2,AFC Asian Cup,False,Various,Various
1594,2021-06-11,Philippines,Azerbaijan,4,3,CONCACAF Gold Cup,False,Various,Various
2721,2021-06-11,Ecuador,Iraq,2,0,CONCACAF Gold Cup,False,Various,Various
4750,2021-06-11,Madagascar,Poland,2,1,UEFA Nations League,False,Various,Various
2780,2021-06-12,Guatemala,Netherlands,1,0,International Friendly,False,Various,Various
4404,2021-06-12,Sweden,Cape Verde,1,1,Friendly,True,Berlin,France
879,2021-06-13,Dominican Republic,Nicaragua,2,1,Africa Cup of Nations,False,Various,Various
2006,2021-06-14,Cuba,Mexico,2,1,FIFA World Cup,False,Various,Various
219,2021-06-15,Saudi Arabia,Mauritania,1,0,CONCACAF Gold Cup,False,Various,Various
4754,2021-06-15,Wales,Saudi Arabia,0,0,CONCACAF Gold Cup,False,Various,Various
856,2021-06-16,Ukraine,Oman,1,1,Africa Cup of Nations,False,Various,Various
1255,2021-06-16,Singapore,Croatia,4,3,International Friendly,False,Various,Various
1439,2021-06-16,Myanmar,Suriname,2,2,FIFA World Cup,False,Various,Various
1977,2021-06-16,Libya,El Salvador,2,1,FIFA World Cup qualification,False,Various,Various
3417,2021-06-16,Nigeria,North Macedonia,1,0,CONCACAF Gold Cup,True,London,United States
4730,2021-06-16,Greece,Poland,3,0,CONCACAF Gold Cup,False,Various,Various
1135,2021-06-17,Colombia,France,3,0,International Friendly,False,Various,Various
3252,2021-06-17,Iran,South Korea,0,2,FIFA World Cup,False,Various,Various
3437,2021-06-17,Kosovo,Senegal,3,2,UEFA European Championship,False,Various,Various
4251,2021-06-17,Philippines,Nigeria,3,3,UEFA Nations League,False,Various,Various
1649,2021-06-18,Algeria,Serbia,1,1,International Friendly,False,Various,Various
1926,2021-06-18,Spain,Bangladesh,3,1,UEFA European Championship,True,New York,Germany
4183,2021-06-18,Vietnam,Armenia,1,1,FIFA World Cup qualification,False,Various,Various
4349,2021-06-18,Malaysia,Australia,1,0,FIFA World Cup qualification,False,Various,Various
375,2021-06-19,North Macedonia,Netherlands,1,0,AFC Asian Cup,False,Various,Various
2253,2021-06-19,Uzbekistan,England,1,1,FIFA World Cup,False,Various,Various
3924,2021-06-19,Norway,Honduras,2,0,International Friendly,False,Various,Various
4099,2021-06-19,Ecuador,Slovakia,1,1,CONCACAF Gold Cup,False,Various,Various
4521,2021-06-20,Iceland,Comoros,2,0,UEFA Nations League,False,Various,Various
4242,2021-06-21,Venezuela,Kuwait,2,0,UEFA Nations League,False,Various,Various
1126,2021-06-22,Guyana,Philippines,1,0,Copa América,False,Various,Various
2024,2021-06-23,Romania,Iceland,0,0,Africa Cup of Nations,True,London,England
2503,2021-06-23,Canada,Rwanda,2,1,FIFA World Cup,True,Doha,Qatar
4855,2021-06-23,Chile,Bahrain,1,0,Friendly,False,Various,Various
3431,2021-06-25,Hong Kong,Myanmar,1,0,Copa América,True,Doha,England
1500,2021-06-26,Syria,Palestine,1,0,International Friendly,False,Various,Various
340,2021-06-27,Indonesia,Switzerland,3,2,AFC Asian Cup,False,Various,Various
479,2021-06-27,Uzbekistan,Georgia,3,4,Friendly,False,Various,Various
1980,2021-06-27,South Korea,Peru,1,2,Copa América,False,Various,Various
351,2021-06-29,Bangladesh,Uruguay,0,2,International Friendly,True,Doha,France
3034,2021-06-29,Scotland,Trinidad and Tobago,3,2,UEFA Nations League,False,Various,Various
4245,2021-06-29,Sri Lanka,Costa Rica,0,2,AFC Asian Cup,False,Various,Various
4708,2021-06-29,Guyana,Scotland,3,2,Copa América,True,Berlin,Qatar
2789,2021-06-30,England,Indonesia,3,2,CONCACAF Gold Cup,False,Various,England
4567,2021-06-30,Sweden,Hungary,2,0,UEFA European Championship,False,Various,Various
954,2021-07-01,Israel,France,1,2,FIFA World Cup,False,Various,Various
447,2021-07-02,Trinidad and Tobago,Georgia,1,0,UEFA European Championship,False,Various,Various
280,2021-07-03,Oman,Finland,1,0,FIFA World Cup qualification,False,Various,Various
1036,2021-07-03,Guatemala,Nepal,3,2,Friendly,False,Various,Various
3208,2021-07-03,Algeria,Philippines,1,0,International Friendly,True,São Paulo,Qatar
4149,2021-07-03,Afghanistan,Greece,2,0,UEFA Nations League,False,Various,Various
4700,2021-07-03,Gabon,Brazil,2,3,CONCACAF Gold Cup,True,São Paulo,United States
2653,2021-07-04,Philippines,Guatemala,3,2,Africa Cup of Nations,False,Various,Various
2264,2021-07-05,Switzerland,Denmark,3,0,Copa América,False,Various,Various
3371,2021-07-05,United Arab Emirates,Czech Republic,1,0,Friendly,False,Various,Various
4147,2021-07-05,Norway,Brazil,1,1,International Friendly,False,Various,Various
204,2021-07-06,Norway,Iran,3,1,UEFA Nations League,False,Various,Various
4553,2021-07-06,Rwanda,Comoros,2,2,FIFA World Cup,False,Various,Various
4033,2021-07-07,Qatar,Bangladesh,1,1,UEFA Nations League,False,Various,Qatar
4659,2021-07-07,Norway,Colombia,3,0,AFC Asian Cup,False,Various,Various
4722,2021-07-07,Burkina Faso,Mauritania,2,1,FIFA World Cup,False,Various,Various
2731,2021-07-08,Ghana,Senegal,2,1,Copa América,True,Doha,Qatar
2768,2021-07-08,Kenya,Japan,1,0,UEFA European Championship,False,Various,Various
1858,2021-07-10,Iceland,United States,2,1,Africa Cup of Nations,True,Paris,United States
3688,2021-07-11,United States,India,2,1,UEFA European Championship,False,Various,United States
1112,2021-07-12,Haiti,Russia,1,1,Friendly,False,Various,Various
4043,2021-07-12,Zambia,Myanmar,2,0,FIFA World Cup,False,Various,Various
4288,2021-07-12,Denmark,Kenya,3,2,Friendly,False,Various,Various
2446,2021-07-13,Nigeria,Comoros,3,2,AFC Asian Cup,False,Various,Various
2949,2021-07-13,Thailand,Tunisia,0,1,International Friendly,False,Various,Various
3973,2021-07-13,Guyana,Serbia,2,3,International Friendly,False,Various,Various
789,2021-07-14,Costa Rica,Iceland,3,0,CONCACAF Gold Cup,True,London,Germany
1366,2021-07-14,Trinidad and Tobago,Czech Republic,0,3,Africa Cup of Nations,False,Various,Various
4446,2021-07-14,Canada,Jordan,3,0,FIFA World Cup qualification,False,Various,Various
2772,2021-07-15,Hong Kong,North Macedonia,2,1,International Friendly,False,Various,Various
3083,2021-07-15,Comoros,Uruguay,0,2,International Friendly,False,Various,Various
1763,2021-07-16,Sweden,Turkey,2,1,Africa Cup of Nations,False,Various,Various
1751,2021-07-17,Russia,Serbia,2,1,UEFA European Championship,False,Various,Various
1171,2021-07-18,Philippines,Netherlands,2,0,FIFA World Cup,False,Various,Various
1309,2021-07-18,Paraguay,Afghanistan,2,1,FIFA World Cup qualification,False,Various,Various
2188,2021-07-18,Uzbekistan,Honduras,1,0,CONCACAF Gold Cup,False,Various,Various
2531,2021-07-18,Armenia,Mexico,1,1,International Friendly,False,Various,Various
3121,2021-07-18,Yemen,Germany,3,3,FIFA World Cup qualification,False,Various,Various
4812,2021-07-18,Brazil,Zimbabwe,2,1,International Friendly,False,Various,Brazil
540,2021-07-19,Gabon,Bosnia and Herzegovina,1,2,CONCACAF Gold Cup,False,Various,Various
2173,2021-07-20,Suriname,Vietnam,3,2,International Friendly,False,Various,Various
3445,2021-07-20,Gabon,Armenia,1,0,FIFA World Cup,False,Various,Various
3551,2021-07-21,Cuba,Germany,4,3,Friendly,True,New York,Qatar
4290,2021-07-21,United States,Vietnam,2,1,Friendly,False,Various,United States
693,2021-07-23,Angola,Colombia,1,2,FIFA World Cup,False,Various,Various
1170,2021-07-24,Thailand,Gabon,3,2,AFC Asian Cup,False,Various,Various
1766,2021-07-24,Haiti,Angola,1,1,UEFA European Championship,False,Various,Various
2991,2021-07-24,Panama,Slovakia,0,0,UEFA Nations League,True,London,Qatar
1681,2021-07-25,Jordan,Bahrain,1,1,Copa América,False,Various,Various
1730,2021-07-25,Philippines,Senegal,2,3,AFC Asian Cup,True,New York,Brazil
2100,2021-07-25,Haiti,Mongolia,2,1,Friendly,False,Various,Various
2535,2021-07-25,Mongolia,Finland,0,0,Friendly,True,New York,Brazil
4273,2021-07-25,Iran,Trinidad and Tobago,2,2,UEFA European Championship,False,Various,Various
4931,2021-07-25,Nepal,Denmark,0,1,Copa América,False,Various,Various
4198,2021-07-26,Brazil,England,0,0,UEFA Nations League,True,Berlin,England
925,2021-07-27,Peru,Tunisia,1,1,UEFA European Championship,True,London,England
2929,2021-07-27,Palestine,Spain,0,0,UEFA European Championship,True,Berlin,United States
3556,2021-07-27,Angola,Myanmar,1,1,AFC Asian Cup,False,Various,Various
4815,2021-07-27,Wales,Canada,0,1,Friendly,False,Various,Various
4191,2021-07-28,Peru,Jordan,3,2,International Friendly,False,Various,Various
4935,2021-07-29,United Arab Emirates,Finland,1,0,International Friendly,False,Various,Various
399,2021-07-30,Iceland,Kuwait,1,0,Africa Cup of Nations,False,Various,Various
1186,2021-07-30,Peru,Wales,0,0,Friendly,False,Various,Various
1541,2021-07-30,Zimbabwe,Panama,0,1,Friendly,False,Various,Various
2180,2021-07-30,Slovenia,Canada,3,1,AFC Asian Cup,False,Various,Various
2791,2021-07-30,Hungary,Jamaica,1,0,International Friendly,True,New York,France
2437,2021-08-01,Kenya,Paraguay,4,1,UEFA Nations League,True,New York,Brazil
2589,2021-08-01,New Zealand,Costa Rica,1,0,CONCACAF Gold Cup,False,Various,Various
3074,2021-08-01,Bangladesh,Northern Ireland,1,0,UEFA Nations League,False,Various,Various
4854,2021-08-01,Canada,England,3,3,Copa América,False,Various,Various
736,2021-08-02,Yemen,England,0,0,International Friendly,True,Paris,France
2238,2021-08-02,Bangladesh,Cape Verde,1,0,UEFA Nations League,False,Various,Various
1788,2021-08-03,Qatar,Japan,2,3,UEFA European Championship,False,Various,Qatar
4219,2021-08-03,India,Egypt,3,1,Africa Cup of Nations,False,Various,Various
1486,2021-08-04,South Africa,Angola,0,3,FIFA World Cup qualification,False,Various,Various
2282,2021-08-04,Madagascar,Syria,1,2,CONCACAF Gold Cup,True,Berlin,England
2701,2021-08-04,Bangladesh,Kosovo,0,2,FIFA World Cup,False,Various,Various
391,2021-08-05,Brazil,Azerbaijan,4,3,CONCACAF Gold Cup,False,Various,Brazil
932,2021-08-05,Austria,Guinea,1,1,UEFA Nations League,False,Various,Various
373,2021-08-06,New Zealand,Iraq,0,0,UEFA European Championship,False,Various,Various
506,2021-08-06,Palestine,Thailand,3,2,UEFA European Championship,True,London,France
3000,2021-08-07,Dominican Republic,Kosovo,3,2,UEFA European Championship,True,New York,Qatar
4208,2021-08-07,Israel,Nicaragua,3,0,CONCACAF Gold Cup,True,New York,England
4351,2021-08-07,Austria,Iran,2,0,Copa América,False,Various,Various
3136,2021-08-08,Uzbekistan,Cuba,0,0,AFC Asian Cup,False,Various,Various
4648,2021-08-08,Panama,Myanmar,3,0,AFC Asian Cup,False,Various,Various
132,2021-08-09,Georgia,Greece,2,1,FIFA World Cup,False,Various,Various
1693,2021-08-09,Guinea,Ivory Coast,3,1,UEFA European Championship,False,Various,Various
2432,2021-08-09,Gabon,Peru,1,1,Copa América,False,Various,Various
4238,2021-08-11,Turkey,Nepal,1,0,Copa América,False,Various,Various
3685,2021-08-13,Portugal,Egypt,4,1,AFC Asian Cup,False,Various,Various
3829,2021-08-13,Paraguay,Tunisia,2,1,UEFA European Championship,False,Various,Various
4125,2021-08-13,Mali,Azerbaijan,1,1,FIFA World Cup,False,Various,Various
2490,2021-08-14,Uzbekistan,Chile,4,3,FIFA World Cup,False,Various,Various
4480,2021-08-14,Trinidad and Tobago,Congo DR,2,0,FIFA World Cup qualification,False,Various,Various
4899,2021-08-14,Angola,United Arab Emirates,3,0,UEFA European Championship,False,Various,Various
151,2021-08-15,Israel,Ivory Coast,2,3,FIFA World Cup qualification,False,Various,Various
4102,2021-08-15,Suriname,Iran,1,3,FIFA World Cup,False,Various,Various
4151,2021-08-15,Uzbekistan,Turkey,4,3,Africa Cup of Nations,False,Various,Various
1512,2021-08-16,Vietnam,Tunisia,3,2,Africa Cup of Nations,False,Various,Various
2757,2021-08-17,Belgium,South Korea,1,1,FIFA World Cup qualification,False,Various,Various
4568,2021-08-18,Iraq,Sri Lanka,2,1,AFC Asian Cup,False,Various,Various
1968,2021-08-19,Croatia,Philippines,3,0,Africa Cup of Nations,False,Various,Various
2958,2021-08-19,South Africa,Russia,1,2,FIFA World Cup qualification,False,Various,Various
4065,2021-08-19,Jamaica,Spain,1,0,AFC Asian Cup,False,Various,Various
286,2021-08-20,Iceland,Wales,2,1,AFC Asian Cup,False,Various,Various
863,2021-08-20,Ecuador,Iran,1,0,CONCACAF Gold Cup,False,Various,Various
3153,2021-08-21,Germany,Uzbekistan,2,1,FIFA World Cup,True,London,Qatar
3842,2021-08-22,Thailand,France,2,3,AFC Asian Cup,False,Various,Various
4359,2021-08-22,Ghana,Iceland,1,0,CONCACAF Gold Cup,False,Various,Various
3818,2021-08-23,Italy,Ukraine,1,0,CONCACAF Gold Cup,False,Various,Various
1959,2021-08-24,Kenya,Albania,1,0,Friendly,False,Various,Various
4182,2021-08-24,Portugal,Norway,1,0,Africa Cup of Nations,False,Various,Various
4902,2021-08-24,Armenia,Jordan,3,0,UEFA Nations League,False,Various,Various
780,2021-08-25,Suriname,Sri Lanka,1,1,CONCACAF Gold Cup,False,Various,Various
4087,2021-08-25,Bangladesh,Algeria,1,1,CONCACAF Gold Cup,True,Doha,France
413,2021-08-26,Afghanistan,Cape Verde,3,0,Copa América,False,Various,Various
1966,2021-08-26,Slovenia,Thailand,3,1,Copa América,False,Various,Various
3376,2021-08-26,Ecuador,Colombia,3,2,AFC Asian Cup,False,Various,Various
3898,2021-08-27,South Korea,Uzbekistan,4,3,Africa Cup of Nations,False,Various,Various
4383,2021-08-27,Bolivia,Senegal,0,0,Copa América,True,New York,United States
4791,2021-08-27,Uzbekistan,Armenia,2,1,Africa Cup of Nations,False,Various,Various
4766,2021-08-28,Nigeria,Bahrain,4,1,Copa América,False,Various,Various
56,2021-08-29,Slovenia,Malaysia,1,0,FIFA World Cup,False,Various,Various
3805,2021-08-30,Honduras,Dominican Republic,2,1,UEFA European Championship,False,Various,Various
